Index Type	Index Volume	Index Page	Entry Order	Subject	Type	Detail	Detail Prefix Added	Citation Order	Citation Law Type	Citation Year	Citation Session	Citation Session Type	Citation Volume	Citation Page	Citation Page Range	Citation Chapter	Citation Bill Type	Citation Bill Number
Va. Acts Index	1912-1959	3	1	ABATTOIRS	Citation	Providing sanitation provisions, and licenses	f	1	Va. Acts	1916				58		50		
Va. Acts Index	1912-1959	3	2	ABATTOIRS	Citation	Providing sanitation provisions and licenses, amending 1916 Act	f	1	Va. Acts	1918				458		279		
Va. Acts Index	1912-1959	3	3	ABINGDON	Citation	Charter, amending	f	1	Va. Acts	1920				619		421		
Va. Acts Index	1912-1959	3	4	ABINGDON	Citation	Charter, amending	f	1	Va. Acts	1920				623		424		
Va. Acts Index	1912-1959	3	5	ABINGDON	Citation	Charter, amending	f	1	Va. Acts	1926				711		408		
Va. Acts Index	1912-1959	3	6	ABINGDON	Citation	Charter, amending	f	1	Va. Acts	1932				591		323		
Va. Acts Index	1912-1959	3	7	ABINGDON	Citation	Charter, amending	f	1	Va. Acts	1948				482		246		
Va. Acts Index	1912-1959	3	8	ABINGDON	Citation	Charter, new	f	1	Va. Acts	1950				776		425		
Va. Acts Index	1912-1959	3	9	ABINGDON	Citation	Control of Temperance Hall, amending 1901 Act	f	1	Va. Acts	1928				349		83		
Va. Acts Index	1912-1959	3	10	ABINGDON	Citation	Joint school with Washington County	f	1	Va. Acts	1956				27		28		
Va. Acts Index	1912-1959	3	11	ACCESSORIES BEFORE THE FACT	Citation	Indicted, tried and convicted in felony cases as if a principal in first degree	f	1	Va. Acts	1936				560		350		
Va. Acts Index	1912-1959	3	12	ACCOMACK COUNTY	Citation	Bond issue for road improvement, amending act	f	1	Va. Acts	1916				563		343		
Va. Acts Index	1912-1959	3	13	ACCOMACK COUNTY	Citation	Bond issue to pay off outstanding road bonds	f	1	Va. Acts	1928				772		262		
Va. Acts Index	1912-1959	3	14	ACCOMACK COUNTY	Citation	Bond issue under 1928 Act, use of proceeds to retire part of issue	f	1	Va. Acts	1936				57		38		
Va. Acts Index	1912-1959	3	15	ACCOMACK COUNTY	Citation	Borrowing to meet casual deficits, amending § 15-250	f	1	Va. Acts	1954				47		48		
Va. Acts Index	1912-1959	3	16	ACCOMACK COUNTY	Citation	Consent of State for U. S. to use certain marsh lands for disposal of materials for dredging in Starling's Creek	f	1	Va. Acts	1936				608		381		
Va. Acts Index	1912-1959	3	17	ACCOMACK COUNTY	Citation	Drainage of lowlands, amending 1889-90 Act	f	1	Va. Acts	1919				131		85		
Va. Acts Index	1912-1959	3	18	ACCOMACK COUNTY	Citation	Easements over certain land for electric power and transmission lines	f	1	Va. Acts	1948				173		113		
Va. Acts Index	1912-1959	3	19	ACCOMACK COUNTY	Citation	Highways, draining thru lands adjacent	f	1	Va. Acts	1915				153		109		
Va. Acts Index	1912-1959	3	20	ACCOMACK COUNTY	Citation	Houses and wharves at public landings, erection	f	1	Va. Acts	1916				660		383		
Va. Acts Index	1912-1959	3	21	ACCOMACK COUNTY	Citation	Judge of 31st circuit, salary	f	1	Va. Acts	1922				543		320		
Va. Acts Index	1912-1959	3	22	ACCOMACK COUNTY	Citation	Judge of 31st Circuit, salary	f	1	Va. Acts	1924				387		256		
Va. Acts Index	1912-1959	3	23	ACCOMACK COUNTY	Citation	Levying tax for public library	f	1	Va. Acts	1912				560		252		
Va. Acts Index	1912-1959	3	24	ACCOMACK COUNTY	Citation	License tax on vehicles for highway purposes	f	1	Va. Acts	1912				620		308		
Va. Acts Index	1912-1959	3	25	ACCOMACK COUNTY	Citation	Magisterial districts borrowing money for road purposes	f	1	Va. Acts	1912				458		191		
Va. Acts Index	1912-1959	3	26	ACCOMACK COUNTY	Citation	Motor vehicles, regulating operation	f	1	Va. Acts	1918				503		336		
Va. Acts Index	1912-1959	3	27	ACCOMACK COUNTY	Citation	Release of penalties and interest on real estate taxes for 1938 and previous years	f	1	Va. Acts	1940				722		400		
Va. Acts Index	1912-1959	3	28	ACCOMACK COUNTY	Citation	Release of penalties and interest on real estate taxes for 1940 and previous years	f	1	Va. Acts	1942				103		83		
Va. Acts Index	1912-1959	3	29	ACCOMACK COUNTY	Citation	Release of penalties and interest on real estate taxes for 1942 and previous years	f	1	Va. Acts	1944				431		295		
Va. Acts Index	1912-1959	3	30	ACCOMACK COUNTY	Citation	School board issuing bonds, validating 1922 issue, signature of chairman and secretary	f	1	Va. Acts	1923				52		45		
Va. Acts Index	1912-1959	3	31	ACCOMACK COUNTY	Citation	School boards of Metompkin and Atlantic Districts, bond issues	f	1	Va. Acts	1926				714		411		
Va. Acts Index	1912-1959	3	32	ACCOMACK COUNTY	Citation	School boards of Metompkin and Atlantic Districts, bond issues	f	1	Va. Acts	1926				715		412		
Va. Acts Index	1912-1959	3	33	ACCOMACK COUNTY	Citation	School levies, increasing district levies	f	1	Va. Acts	1930				115		103		
Va. Acts Index	1912-1959	3	34	ACCOMACK COUNTY	Citation	Spelling of name	f	1	Va. Acts	1940				931			H.J.R.	8
Va. Acts Index	1912-1959	3	35	ACCOMACK COUNTY	Citation	Spelling of name	f	1	Va. Acts	1940				931			H.J.R.	
Va. Acts Index	1912-1959	3	36	ACCOMACK COUNTY	Citation	Supervisors, salary of clerk, amending § 15-239	f	1	Va. Acts	1950				71		60		
Va. Acts Index	1912-1959	4	1	ACCOUNTANCY, STATE BOARD OF	Citation	Composition and appointment	f	1	Va. Acts	1944				257		184		
Va. Acts Index	1912-1959	4	2	ACCOUNTANCY, STATE BOARD OF	Citation	Statements, records, etc., property of accountant, registration cards for foreign accountants	f	1	Va. Acts	1928				1149		454		
Va. Acts Index	1912-1959	4	3	ACIDS	Citation	Safeguarding the distribution of certain dangerous caustic or corrosive acids, alkalis, etc., provisions, enforcement by Pharmacy Board	f	1	Va. Acts	1926				305		167		
Va. Acts Index	1912-1959	4	4	ACKNOWLEDGMENTS	Citation	Acknowledgments before commissioned officers in armed forces, extending period	f	1	Va. Acts	1944				25		26		
Va. Acts Index	1912-1959	4	5	ACKNOWLEDGMENTS	Citation	Acknowledgments before commissioned officers in armed forces, recordation	f	1	Va. Acts	1942				426		302		
Va. Acts Index	1912-1959	4	6	ACKNOWLEDGMENTS	Citation	Acknowledgments before commissioned officers in armed forces whose consort is a private	f	1	Va. Acts	1948				393		174		
Va. Acts Index	1912-1959	4	7	ACKNOWLEDGMENTS	Citation	Certificates by officers out of State, recordation, omitting seals	f	1	Va. Acts	1924				474		311		
Va. Acts Index	1912-1959	4	8	ACKNOWLEDGMENTS	Citation	Certificates by officers out of State, seal and certificate of clerk of court	f	1	Va. Acts	1922				868		499		
Va. Acts Index	1912-1959	4	9	ACKNOWLEDGMENTS	Citation	Validating certificates by commissioners of deeds appointed by governors of other states	f	1	Va. Acts	1924				57		61		
Va. Acts Index	1912-1959	4	10	ACKNOWLEDGMENTS	Citation	Validating certificates by notaries appointed but not qualified, adding § 55-134.1	f	1	Va. Acts	1956				1062		713		
Va. Acts Index	1912-1959	4	11	ACKNOWLEDGMENTS	Citation	Validating certificates by notaries appointed by Governor and whose commissions have expired	f	1	Va. Acts	1926				102		104		
Va. Acts Index	1912-1959	4	12	ACKNOWLEDGMENTS	Citation	Validating certificates by notaries who mistakenly certified expiration of commission	f	1	Va. Acts	1928				996		376		
Va. Acts Index	1912-1959	4	13	ACKNOWLEDGMENTS	Citation	Validating certificates by notaries who served in armed forces	f	1	Va. Acts	1920				69		83		
Va. Acts Index	1912-1959	4	14	ACKNOWLEDGMENTS	Citation	Validating certificates by notaries whose commissions have expired	f	1	Va. Acts	1934				258		172		
Va. Acts Index	1912-1959	4	15	ACKNOWLEDGMENTS	Citation	Validating certificates by officers having powers of justices of the peace	f	1	Va. Acts	1920				405		289		
Va. Acts Index	1912-1959	4	16	ACKNOWLEDGMENTS	Citation	Validating certificates by officers, including notaries, in foreign countries	f	1	Va. Acts	1918				108		54		
Va. Acts Index	1912-1959	4	17	ACKNOWLEDGMENTS	Citation	Validating certificates by officers, including notaries, in foreign countries	f	1	Va. Acts	1918				506		342		
Va. Acts Index	1912-1959	4	18	ACKNOWLEDGMENTS	Citation	Validating certificates by officers not affixing seals	f	1	Va. Acts	1924				359		236		
Va. Acts Index	1912-1959	4	19	ACKNOWLEDGMENTS	Citation	Validating certificates by officer of consolidated city or county, adding § 55-132.1	f	1	Va. Acts	1952				43		14		
Va. Acts Index	1912-1959	4	20	ACKNOWLEDGMENTS	Citation	Validating certificates by officer who was husband or wife	f	1	Va. Acts	1926				747		453		
Va. Acts Index	1912-1959	4	21	ACKNOWLEDGMENTS	Citation	Validating certificates by officers who since 1/13/20 may have held other offices	f	1	Va. Acts	1920				340		236		
Va. Acts Index	1912-1959	4	22	ACKNOWLEDGMENTS	Citation	Validating certificates by trustees in said deeds	f	1	Va. Acts	1936				371		219		
