Index Type	Index Volume	Index Page	Entry Order	Subject	Type	Detail	Detail Prefix Added	Citation Order	Citation Law Type	Citation Year	Citation Session	Citation Session Type	Citation Volume	Citation Page	Citation Page Range	Citation Chapter	Citation Bill Type	Citation Bill Number
Va. Acts Index	1966-1970	6	18	ACTIONS AND SUITS	Citation	Jurors, determination of relationship, interest, bias or prejudice; "counsel for either party may ask any relevant question" pertaining thereto. Amending § 8-199	f	1	Va. Acts	1966				676		496	H.B.	504
Va. Acts Index	1966-1970	6	19	ACTIONS AND SUITS	Citation	Lack of privity between parties in certain cases not provided for in § 8.2-318; abolishes as a defense. Adding § 8-654.4.	f	1	Va. Acts	1966				618		439	H.B.	715
Va. Acts Index	1966-1970	6	20	ACTIONS AND SUITS	Citation	Law libraries, assessment for, as part of costs in civil action; includes "county or city". Amending § 42-19.4.	f	1	Va. Acts	1966				388		225	H.B.	159
Va. Acts Index	1966-1970	7	1	ACTIONS AND SUITS	Citation	Life expectancy, determination in certain cases in litigation; table used to establish same in all courts. Adding § 8-263.1.	f	1	Va. Acts	1966				654		472	S.B.	336
Va. Acts Index	1966-1970	7	2	ACTIONS AND SUITS	Citation	Oil discharge in certain waters; vessels liable to county or city for liquidated damages, amount, action for collection. Amending § 62-194	f	1	Va. Acts	1968				1352		751	H.B.	656
Va. Acts Index	1966-1970	7	3	ACTIONS AND SUITS	Citation	Personal service of process on nonresident defendant; presumption as to party being nonresident even though return fails to so state. Amending § 8-74	f	1	Va. Acts	1970				1145		552	H.B.	1047
Va. Acts Index	1966-1970	7	4	ACTIONS AND SUITS	Citation	Property damage or destruction by minors; provides for recovery of damages from parents by property owners. Adding § 8-654.1:1.	f	1	Va. Acts	1966				711		532	S.B.	190
Va. Acts Index	1966-1970	7	5	ACTIONS AND SUITS	Citation	Seizure of motor vehicles; acquittal or dismissal of persons in violation of §§ 46.1-350 or 46.1-351 "shall entirely relieve property from forfeiture", trial by jury in event of no judgment. Amending § 46.1-351.2.	f	1	Va. Acts	1970				314		238	H.B.	586
Va. Acts Index	1966-1970	7	6	ACTIONS AND SUITS	Citation	Service of process or notice; includes location of "registered" office of corporation. Amending § 8-65	f	1	Va. Acts	1966				625		450	H.B.	770
Va. Acts Index	1966-1970	7	7	ACTIONS AND SUITS	Citation	Subpoena duces tecum; may be issued by person appointed or acting under authority "in a judicial or quasi judicial capacity" upon notice to adverse party. Amending § 8-301	f	1	Va. Acts	1966				558		362	S.B.	253
Va. Acts Index	1966-1970	7	8	ACTIONS AND SUITS	Citation	Suits by assignee or beneficial owner in own name; "except as provided in § 8.9-206" shall allow all just documents, etc. Amending § 8-94	f	1	Va. Acts	1966				588		396	S.B.	385
Va. Acts Index	1966-1970	7	9	ACTIONS AND SUITS	Citation	Suits in counties; process for such suit may be executed by being served "upon the county attorney". Amending § 15.1-508	f	1	Va. Acts	1968				526		422	S.B.	510
Va. Acts Index	1966-1970	7	10	ACTIONS AND SUITS	Citation	Suits to recover money, time limitation when founded upon award or contract other than judgment or recognizance; changes internal Code reference. Amending § 8-13	f	1	Va. Acts	1966				215		118	H.B.	322
Va. Acts Index	1966-1970	7	11	ACTIONS AND SUITS	Citation	Summons; failure to obey may result in assessment "for damages not exceeding two hundred dollars", punishment may be same as "for contempt committed in presence of court".	f	1	Va. Acts	1970				1172		574	S.B.	187
Va. Acts Index	1966-1970	7	12	ACTIONS AND SUITS	Citation	Summons issued in actions of unlawful entry and detainer; when such is returnable to a court "of record", a jury may be empanelled to try the case. Amending § 8-792	f	1	Va. Acts	1970				346		272	S.B.	151
Va. Acts Index	1966-1970	7	13	ACTIONS AND SUITS	Citation	Summons or warrants; when arresting officer may take person before judicial officer who shall determine which to be issued. Amending § 46.1-179	f	1	Va. Acts	1966				986		639	S.B.	254
Va. Acts Index	1966-1970	7	14	ACTIONS AND SUITS	Citation	Summons, uniform; used in cases of reportable motor vehicle law violations, form and distribution of copies. Adding § 46.1-416.1.	f	1	Va. Acts	1968				1257		712	S.B.	119
Va. Acts Index	1966-1970	7	15	ACTIONS AND SUITS	Citation	Taxes on suits or writ taxes, imposition of; if debt or demand for damages is under fifty thousand dollars, to be five dollars, certain chancery suits to impose a tax of "five" dollars. Amending §§ 58-71 and 58-72	f	1	Va. Acts	1970				593		364	H.B.	900
Va. Acts Index	1966-1970	7	16	ACTIONS AND SUITS	Citation	Venue of actions and suits against any county or corporation; provisions include damages for personal injury or property damage. Amending § 8-38	f	1	Va. Acts	1968				496		386	S.B.	296
Va. Acts Index	1966-1970	7	17	ACTIONS AND SUITS	Citation	Wages lost in suits for personal injury; minor child may recover as part of his damages	f	1	Va. Acts	1970				639		421	S.B.	18
Va. Acts Index	1966-1970	7	18	ACTIONS AND SUITS	Citation	Wills and decedents estates; abolishes provisions relating to surviving consort being allowed renunciation after final decree has been entered in suit construing will. Repealing § 64.1-15	f	1	Va. Acts	1970				76		70	H.B.	109
Va. Acts Index	1966-1970	7	19	ACTIONS AND SUITS	Citation	Witnesses, deposition of nonresidents; procedure in any pending case, action or suit; repealing provision related to taking and preserving oral evidence in chancery causes. Amending § 8-305; repealing § 8-310	f	1	Va. Acts	1966				535		349	S.B.	126
Va. Acts Index	1966-1970	7	20	ACTS OF ASSEMBLY	Citation	Distribution of advance sheets and bound copies; number for Clerks of House and Senate and members of General Assembly, deletes copies for mayors. Amending § 2.1-257	f	1	Va. Acts	1970				983		473	H.B.	54
Va. Acts Index	1966-1970	8	1	ACTS OF ASSEMBLY	Citation	Publication; distribution to include "county attorney in counties creating such office". Amending § 2.1-257	f	1	Va. Acts	1968				795		557	S.B.	525
Va. Acts Index	1966-1970	8	2	ADMINISTRATION, COMMISSIONER OF	See	See: "Administration of the Government Generally"	f	1										
Va. Acts Index	1966-1970	8	3	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Acts of Assembly, distribution of advance sheets and bound copies; number for Clerks of House and Senate and members of General Assembly, deletes copies for mayors. Amending § 2.1-257	f	1	Va. Acts	1970				983		473	H.B.	54
Va. Acts Index	1966-1970	8	4	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Acts of Assembly, publication; distribution to include "county attorney in counties creating such office". Amending § 2.1-257	f	1	Va. Acts	1968				795		557	S.B.	525
Va. Acts Index	1966-1970	8	5	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Aging, Commission on; duties transferred to Division of State Planning and Community Affairs. Adding § 2.1-63.4:1; repealing §§ 9-100 through 9-104.2.	f	1	Va. Acts	1970				572		331	H.B.	373
Va. Acts Index	1966-1970	8	6	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Air Pollution Control Board, State; created in the Executive Department of the State	f	1	Va. Acts	1966				677		497	H.B.	520
Va. Acts Index	1966-1970	8	7	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Attorney General, request for advice and official opinion; those entitled thereto include counties which have a county attorney. Amending § 2.1-118	f	1	Va. Acts	1968				520		414	S.B.	487
Va. Acts Index	1966-1970	8	8	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Automated Data Processing, Division of; created as Division in Governor's office, definitions, powers and duties of same. Amending §§ 2.1-38 and 2.1-51.2; adding §§ 2.1-109.1 through 2.1-109.5.	f	1	Va. Acts	1970				335		262	S.B.	55
Va. Acts Index	1966-1970	8	9	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Bonds; State Treasurer to study feasibility of issuing capital improvement bonds in certain amounts	f	1	Va. Acts	1970				1749			H.J.R.	119
Va. Acts Index	1966-1970	8	10	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Bonds, surety, certain officers and employees of Commonwealth, recording and filing of; includes "boards, commissions and authorities", excluding those "covered by other sections of Code". Amending § 2-11	f	1	Va. Acts	1966				425		249	H.B.	289
Va. Acts Index	1966-1970	8	11	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Boundary lines between counties, cities and towns; copies of reports, petitions, judgments and election results of settlement shall be sent to the "Division of State Planning and Community Affairs". Amending §§ 15.1-1028, 15.1-1030, 15.1-1041, 15.1-1050, 15.1-1061, 15.1-1066, 15.1-1070, 15.1-1077, 15.1-1093, 15.1-1119 and 15.1-1140	f	1	Va. Acts	1970				1580		751	H.B.	374
Va. Acts Index	1966-1970	8	12	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Budget bill; proposed appropriations for the 1966-1968 biennium	f	1	Va. Acts	1966				1427		719	H.B.	10
Va. Acts Index	1966-1970	8	13	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Budget bill; proposed appropriations for the 1968-1970 biennium	f	1	Va. Acts	1968				1421		806	H.B.	20
Va. Acts Index	1966-1970	8	14	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Budget bill; proposed appropriations for the 1970-1972 biennium	f	1	Va. Acts	1970				681		461	H.B.	120
Va. Acts Index	1966-1970	8	15	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Budget system; estimates by State agencies, General Assembly and judiciary, financial statements by Comptroller, hearings on estimates, survey of State agencies, submission of budget to General Assembly. Amending §§ 2.1-54, 2.1-55, 2.1-56, 2.1-58, 2.1-59 and 2.1-60	f	1	Va. Acts	1968				1206		683	H.B.	743
Va. Acts Index	1966-1970	8	16	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Budgets, county; "Auditor of Public Accounts" shall prescribe for the boards of supervisors forms and classifications to aid in the preparation thereof. Amending § 15.1-164	f	1	Va. Acts	1968				906		602	H.B.	742
Va. Acts Index	1966-1970	8	17	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Buildings and facilities constructed or altered with public funds; Division of Engineering and Buildings authorized to prescribe standards necessary to insure that physically handicapped persons have ready access to, and use of, such buildings	f	1	Va. Acts	1970				1129		539	H.B.	891
Va. Acts Index	1966-1970	8	18	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Capital outlay, certain State institutions and agencies; appropriations	f	1	Va. Acts	1966				3		1	H.B.	44
Va. Acts Index	1966-1970	8	19	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Chesapeake and Ohio Canal Company, bonds of; Treasury Board authorized to, if found genuine, fund the same as old unfunded obligations. Adding § 2.1-304.1.	f	1	Va. Acts	1968				761		539	S.B.	410
Va. Acts Index	1966-1970	8	20	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Claims against Commonwealth, partially or wholly disallowed by Comptroller or "other authorized person"; right of action deemed to accrue under provisions of "§§ 2.1-223.1 and 2.1-223.3". Amending § 8-752	f	1	Va. Acts	1966				626		452	H.B.	778
Va. Acts Index	1966-1970	9	1	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Comptroller, State; financial statements at close of fiscal year, deletes "ending September thirtieth". Amending § 2.1-56	f	1	Va. Acts	1968				172		121	H.B.	421
Va. Acts Index	1966-1970	9	2	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Conflict of Interests Act, enacted; definitions, establishes a uniform law applicable to all State and local government officers and employees, repealing conflicting Code sections. Repealing §§ 2.1-238, 2.1-239, 3.1240, 4-5, 4-80, 4-80.1, 9-8, 15.1-67 through 15.1-73.3, 15.1-111, 15.1123, 15.1-444.1, 15.1-618, 15.1-656, 15.1-717, 15.1-780, 15.1-1328, 15.11354, 18.1-411, 21-164, 21-244, 22-213, 28.1-18, 32-224, 36-16, 37.1-37, 56-203, 56-336 and 58-1034	f	1	Va. Acts	1970				895		463	H.B.	387
Va. Acts Index	1966-1970	9	3	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Consumer Counsel, Division of; created in the office of Attorney General to represent the interests of the people as consumers, duties, employment of personnel. Adding §§ 2.1-133.1, 2.1-133.2 and 2.1-133.3.	f	1	Va. Acts	1970				1678		781	S.B.	280
Va. Acts Index	1966-1970	9	4	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Depositories for county taxes; bond or pledge of securities required prior to deposit of funds, approval of county treasurer, etc., exception as to certain deposits received or held in trust department. Amending § 58-944	f	1	Va. Acts	1966				681		498	H.B.	532
Va. Acts Index	1966-1970	9	5	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Dividends or other sums received from the Richmond, Fredericksburg and Potomac Railroad Company; to be paid into the general fund of the State treasury, "until such stocks may be transferred to the Virginia Supplemental Retirement System ...". Amending §§ 2.1-181, 2.1-187 and 56-45	f	1	Va. Acts	1970				1459		687	H.B.	678
Va. Acts Index	1966-1970	9	6	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Economic Opportunity, Office of; established in the office of the Governor, appointment of coordinator, etc.	f	1	Va. Acts	1966				390		228	H.B.	186
Va. Acts Index	1966-1970	9	7	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Employees or officers of the United States government; certain not to be prevented "from being a member appointed to any governing board of any institution of higher learning". Amending § 2.1-33	f	1	Va. Acts	1970				1575		745	H.B.	1123
Va. Acts Index	1966-1970	9	8	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Employees or officers of the United States government; certain not to be prevented from serving "as a member of the governing body or school board of any county, city or town". Amending § 2.1-33	f	1	Va. Acts	1968				1399		788	H.B.	763
Va. Acts Index	1966-1970	9	9	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Engineering and Buildings, Director of; powers and duties include responsibility for Capitol Police, Central Telephone System, assignment of office space to certain agencies, parking facilities and fees for same, etc. Amending §§ 2.1-82.1, 2.1-93, 2.1-94 and 2.1-106.7.	f	1	Va. Acts	1970				257		202	S.B.	53
Va. Acts Index	1966-1970	9	10	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Executive Mansion, operation of; personnel necessary for same shall be furnished by Director of Engineering and Buildings. Amending §§ 2.1-87 and 14.1-13	f	1	Va. Acts	1970				334		260	S.B.	44
Va. Acts Index	1966-1970	9	11	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Executive secretaries, county; constitutionality of provisions contained in §§ 15.1-115 through 15.1-124, applicable in all counties. Amending § 15.1-125	f	1	Va. Acts	1970				183		134	H.B.	140
Va. Acts Index	1966-1970	9	12	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Flag of the Commonwealth; Director of Division of "Engineering and Buildings" shall see that same be suspended over the Capitol during sessions of the General Assembly. Amending § 7.1-35	f	1	Va. Acts	1970				1151		561	S.B.	37
Va. Acts Index	1966-1970	9	13	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Freedom of Information Act; expands definition of "meeting or meetings" and "official records", purposes of executive or closed meetings. Amending §§ 2.1-341 and 2.1-344	f	1	Va. Acts	1970				675		456	S.B.	474
Va. Acts Index	1966-1970	9	14	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Freedom of Information Act; meetings and records of agencies, boards, commissions, etc., of the State and local governments, and certain public organizations, to be open to public, exceptions, repeals acts in conflict	f	1	Va. Acts	1968				690		479	H.B.	602
Va. Acts Index	1966-1970	9	15	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Game wardens, civil or criminal prosecution arising from discharge of duties; legal service rendered by Attorney General or by special counsel, compensation. Amending § 2-87; adding § 29-37.2.	f	1	Va. Acts	1966				387		222	H.B.	148
Va. Acts Index	1966-1970	10	1	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Governor's office; position of Commissioner of Administration, Division of Engineering and Buildings and Division of Planning created and Division of Personnel and Office of Economic Opportunity established therein; Division of Industrial Development and Planning redesignated and moved thereto. Amending §§ 2-34, 2-46, 2-47, 2-57.01, 2-65, 2-66, 2-66.2, 2-77, 2-77.1, 2-77.2, 2-77.7, 2-77.8, 2-81 and 55-297; adding §§ 2-45.1 through 2-45.5, 2-57.02, 2-57.03, 2-57.04 and 2-65.1; repealing §§ 2-38.1, 2-38.2, 2-38.3, 10-123, 10-125.1 and 10-126	f	1	Va. Acts	1966				112		55	S.B.	158
Va. Acts Index	1966-1970	10	2	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Health insurance; Governor authorized to provide plan for State employees, Division of Personnel to establish and administer such plan	f	1	Va. Acts	1970				1148		557	H.B.	1122
Va. Acts Index	1966-1970	10	3	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Highway Safety Commission, members; compensation includes "a per diem of twenty-five dollars". Amending § 2.1-64.15	f	1	Va. Acts	1970				640		422	S.B.	58
Va. Acts Index	1966-1970	10	4	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Highway Safety Division; created as Division in Governor's office, members, powers and duties, local highway safety commissions, programs, etc. Amending §§ 2.1-38 and 2.1-51.2; adding §§ 2.1-64.15 through 2.164.21	f	1	Va. Acts	1968				805		562	H.B.	164
Va. Acts Index	1966-1970	10	5	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Holidays and special days; days designated as legal holidays for transaction of all business. Amending § 2.1-21	f	1	Va. Acts	1970				1456		682	H.B.	619
Va. Acts Index	1966-1970	10	6	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Human Resources, Division of, created; Director appointed by Governor, Advisory Board, members and duties	f	1	Va. Acts	1970				1434		670	H.B.	493
Va. Acts Index	1966-1970	10	7	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Industrial Building Authority Act, created; purpose, powers and duties. Adding §§ 2-57.02 through 2-57.012	f	1	Va. Acts	1966				1172		689	H.B.	448
Va. Acts Index	1966-1970	10	8	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Insurance contract or surety bond; prohibits officers and employees of the State and political subdivisions from requiring that certain be procured from a particular insurance company, agent or broker	f	1	Va. Acts	1970				1188		585	S.B.	303
Va. Acts Index	1966-1970	10	9	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Insurance Reserve Trust Fund; assets shall not exceed the total sum of "four" million dollars exclusive of interest. Amending § 2.1-109	f	1	Va. Acts	1970				56		60	H.B.	259
Va. Acts Index	1966-1970	10	10	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Justice and Crime Prevention, Division of; created as new division in Governor's office, supervision by Commissioner of Administration; Council on Criminal Justice appointed by Governor, members, powers and duties; Juvenile Delinquency Prevention and Control Advisory Committee also appointed by Governor. Amending §§ 2.1-38 and 2.1-51.2; adding §§ 2.1-64.23 through 2.1-64.28	f	1	Va. Acts	1970				1589		759	H.B.	780
Va. Acts Index	1966-1970	10	11	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Motion Picture Censorship, Division of; provisions abolished. Repealing §§ 2-98 through 2-116	f	1	Va. Acts	1966				159		86	H.B.	176
Va. Acts Index	1966-1970	10	12	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Motion picture films, obscene; deletes exception related to films approved by Virginia Board of Motion Picture Censors, governed by provisions of § 18.1-236.3 mutatis mutandis. Amending § 18.1-236.2; adding § 18.1-236.4.	f	1	Va. Acts	1966				697		516	H.B.	859
Va. Acts Index	1966-1970	10	13	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Personnel Act; purpose, to insure a system of personnel administration based on certain principles and objectives, Governor to establish and maintain "appeal procedure" Amending §§ 2.1-110 and 2.1-114	f	1	Va. Acts	1970				1138		546	H.B.	989
Va. Acts Index	1966-1970	10	14	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Planning and Community Affairs, Division of State (formerly Division of Planning); created as an administrative agency in the Governor's office. Amending §§ 2.1-38, 2.1-51.2, 2.1-64 and 55-297; adding §§ 2.163.1 through 2.1-63.8; repealing §§ 2.1-64.1, 2.1-64.2 and 2.1-64.3.	f	1	Va. Acts	1968				317		223	H.B.	545
Va. Acts Index	1966-1970	10	15	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Property, grounds and buildings, State-owned; duties of Director of Division of Engineering and Buildings as to control, transfer, purchase, acquisition, sale, etc. Adding §§ 2.1-106.1 through 2.1-106.8.	f	1	Va. Acts	1968				1260		717	S.B.	314
Va. Acts Index	1966-1970	10	16	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Property Records and Insurance, Department of; designated as administrative department of State government, appointment of administrator by State Insurance Board, duties of Department, etc. Amending §§ 2-1, 2-77.10, 2-77.11 and 2-77.12	f	1	Va. Acts	1966				454		281	H.B.	452
